frame.number	frame.time_epoch	ip.src	ip.dst	tcp.srcport	tcp.dstport	tls.handshake.session_id	tls.record.version	tls.handshake.type	tls.handshake.random	tls.handshake.ciphersuite	tls.handshake.extensions_supported_group	tls.handshake.extensions_key_share_group	tls.handshake.extensions_key_share_key_exchange	tls.handshake.modulus	tls.handshake.exponent	tls.handshake.certificate	tls.handshake.p	tls.handshake.g	tls.handshake.ys	tls.handshake.yc	tls.handshake.server_point	tls.handshake.client_point	tls.handshake.sig	tls.handshake.epms	tls.handshake.epms_len
204	1743638022.795053000	216.58.201.99	192.168.0.235					2	e0f5747eecab6f97fb4de2f26de03001e4804c4cffe068b84cb948bfe94071c0	0x1301		4588	2a4620ea39b9b2764889429d856b732b974a62f099c9335d6703a4905e613199b831f5eb36ae3b7d9cfbd780883552efa10d163f554d9e1714689d0c1cd7dec91a3b37a9a37c14811232ab744ad364babccb8d524460803f66e5f697351325de98ee5b5e329b2ffb7097151ad1bca7205dfb0885e7e6e6d9b99a50c3bbb45315fd3272527a4fe063db79ac13e268f09f475de84b2da3f42165628bec890f7731ed7bf9b1c655270e3783dc8a7693db24b2871baa1e29a67c4b96dcaa3b8d9cfa73ce135ac188240f66de0e399f51efb1edd330f88a9ed791c11a1b40708716deb9bd15ac9dc28dde5cb330c5e1fc627f88b4e3a1e1ee0c17565b6ef249caf9962fb7c9996b737c6a9ee5a154a10ef5766680bd4b37c289e9ea1ef3817e367caa889d7c9d6af94d53fa322fcabd70b9df3063b71cfdd4f53d461e8184875bd3d7a8395ac072a364003a766acd761fe302cd4bddca4a98be5f264e611252dc92ac02e94fa9c02ef4457864f52766bd55796556215a0aaf9f98d37e4fb2d2893ea39f1d09c3a7c7c867493f8f90ece90c69cc90c9e0dc53a350ebaffe1f3a79444fe47401c6bf90c617e770984985cd3dd41314e308db30cd9c1b1cad408ebeea594681718b11f1f6057a06f0c810ee509a8235557499cb29ca09c5206958c08f5f382533eb99674edc0a7e8939272c7195947c671f0b944999cd714e04806d4cc90a946ebba0b7d8af896afb2ea79e4f4915132829db4235cfdf1e7c6813481acbeb7fef42fa6cd19a7047f4ca01abc39c3fe878197960b3dda7740a64b3cf18305eb6501dbfffe0e50df8e890a4aa28d51d2466bf670a22006c8fa5c185a1b12831dd7c813eb81ed1de268f2daba2830b9f25069f7279f4dc92d447da37a58a76d136feebaaff8648b575fa6aeb00887d489624b2fd625f6a39a11b7fa96fe0ba237b6dd4b9293a47c1d04e1e1bf7336c9f61f330721daa0eb7d7daab34ef1cb9bb35ef7536b1977605021c5cefb8458576926b42f32b4965e3cbef9adc54ff8990195f10e79eec9da9aa32e6320c3039ed8b4b47d358a23c850ba3387325d347c537990ea168441832798c4b594a86c70e96254bcf72f43dc14c9aa5d45d0ee0cc09fcb61859198bd26dc1435589042b34201165cbeece3fadc325d039cbdd4ca7e09237b85af60588448fc3222a087ffc4b5d2308b977ab6dbb2913b72fbc56a59837400eeb589884554c1f135f07b15a265d2b7967ceb8f5f40d9a1dd2a4e4f083ffd4f73ed3f8a717ec39920bb84fb8e3b8e75b123edc8bfa3ec381b60c89350f184f9a1c971670c6f898622edd7860fe6f99ac0ca6461690155415d1bf5e766e7f337a6e2245be6e8e8275c983955fea9328d368ad2796260c082ad390c3b35b1336ea2287b104b30e3a825fa142398ee32c1bf120c462ec03448697a6cab9ad2796f0e8e3625b1320b1f74a9b004dd332a09c6e71b9597038ee02f9ea549e1c9d8b28b91eb337473f247b3b2567a9a517ce92b3616ed7f0b93bdd76fcdbb2198a06e7d5c0548f0f3ddbc84bd0e126f89ad8f333a9d7ba9aad593b8bf86d												
205	1743638022.795149000	216.58.201.99	192.168.0.235					8,20																	
206	1743638022.795149000	216.58.201.99	192.168.0.235					4,4																	
207	1743638022.795864000	192.168.0.235	216.58.201.99					20																	
215	1743638022.816639000	216.58.201.99	192.168.0.235					2	b3e17c25e49075103e592d581bbd2d04e87e6fcc867eebb2ac8c1de5e53e7ab0	0x1301		4588	a3c2e4710c77e268ffba3a2ff52fcd25efaaa49edfdc831ec44697e1bb7c6cb2cdaab03bfd14f6e5db4f539365c5859d26d1adecf821370c798743406129da78e0d72a619a646b6130935db36e90fc99b7aec91ca65700fa404387d1e44ec6954d22151be3862838e6284b1a33acd9c0dc416002b865417b618abb70063f3a1d2a7a3311ebf36e1361cf0f40d995e8d714058775ca1c61aa1501a6cf6760b95afe33b1dbeebc1b7182ca3b9ed990efda89ccc3381faa784b37c0606b18a49bbfe95e097f47482c15ac316fb4caaab5e1fd4eafc7863f786955f8a31cdf9437e9353eb8d5ccdb731831198eeeb037335c09a15b985b6f610f70e7bf9d88e7694871b70d7220fa5fcad215a51cec7aba5458723610498b18561c1f7e0a5c86820e5409877e0111b7e56269b43704710fcb3be5fccd67549067984edfe69eae147904bd24db99dff2b2e4f47d1b0d1fb5fd13fd882ea6f46e76a1cf628f064aaf314960750db6eb5539d758936b9d6b542cb8f3a360abf0d98252b94f786059d09268595b83c7f725757df55804f0b9a6ee48ba7ad59d1e1a129e1575ac01606bd35cf7615865d8df8bd1e5de45175acc9b70eb1a17c302ffdde0015d7426e107ee3f348f6f9f7a3e3fcd6e6145494993c796dbd260f1391ed0902b32e34b6cc1d0f999470545117902ca5c5367fa7a258ba1ef139a12ebd29e560d1dbf056f79876d9e2cff8fdbfb9bf44b283d59df4bd3b73eec3e0c42c3e8a423c835bc390f1df9026c1763f853d30c95eb04b6ebe7328689e5bff16567987b84527e56b4ecfc2d732f3ccf16fe8d06f31df4e1d9e4b8662069a070365791c6dcbaee9a5bdcf5a15453ed7a38293937daaf2d539859d4285e39432d5648f2b85833e330f80cccdcc6d7d5ceebd6df8786afe371fffd6937ffa9096f3b6e81870df7003046385d18bc364ad5485d3af42292d44ed80bca7fc25d6e3a765d616833fd471467f341f9a2555d89773c7b187160f95c0b8d6af4e223354ce94fc02c4e18adc18396f7207ba5c16eae29fcbdd9c6a46d92dba238642cfa4474c1d5fce89921c98702cab3fd20953db8977a2dba3057fc3cb7b2ae5c8ea9e45e63faf02d70bed7e319dfcd09c95f47bc5fcc172362a6bbf1f3cba5e8b9a65b4e5c797bb11dcb95ec2c24e73d9cb77874566dfc0592b7fd237333e596c7cfa91b80203ee5e15c9b938acbe7dc8b5ed0b12fdb0c25694bda72acdad7c86a3838c69d5f2b169817f713720d61de5be6658de49a01fd03a92287a6b03a65c01fd15afad4cc60d9f7a38f0e51465162cca062fff2e3cd5f0b990057eae3d62b0ea47a4273f8cba92867865967bc777a1af2a2402f08ecacbe0bb424c5543d3f0d6be3884ff744324fcbcf1a99c6d8c0fd54a92f4e0c3d407e7252475630b5e6c3e6ed983ac36571d9d67804914f9a14471fb2759267452d7573b49eae3c9bf39d7cb89988f2fd8b7762346de33f94fe9bc011bf91b447dbe2ff2b1ffd8323989fba069590529173c8c258525f6b02bee36e12dd286d1809f54bc68d678727daf4989b6559643a6baee5da933b												
217	1743638022.816672000	216.58.201.99	192.168.0.235					8,20																	
219	1743638022.816781000	216.58.201.99	192.168.0.235					4																	
220	1743638022.816781000	216.58.201.99	192.168.0.235					4																	
221	1743638022.817148000	192.168.0.235	216.58.201.99					20																	
337	1743638025.259765000	192.168.0.235	157.240.225.20	52022	443		0x0301	1	0c7047efc014c3cd646f21794d66cf7e39da81aad9c9ae075535b90b822b01bb	0xc02c,0xc030,0x009f,0xcca9,0xcca8,0xccaa,0xc02b,0xc02f,0x009e,0xc024,0xc028,0x006b,0xc023,0xc027,0x0067,0xc00a,0xc014,0x0039,0xc009,0xc013,0x0033,0x009d,0x009c,0x003d,0x003c,0x0035,0x002f,0x00ff	0x001d,0x0017,0x0019,0x0018														
340	1743638025.302721000	157.240.225.20	192.168.0.235	443	52022	165aa2ccf7209a329abe7fe4ce260b284dee83f05042042f62dc44e8c10f3c7a	0x0303	2	5cdc23fe12a0cfa645b5d19f592a70e9bf1d6fa689d0fb90444f574e47524401	0xc02b															
343	1743638025.305796000	157.240.225.20	192.168.0.235	443	52022		0x0303,0x0303,0x0303	11,12,14								3082069830820580a00302010202100ff78a56abbbc69a8ae7ede76079392a300d06092a864886f70d01010b05003070310b300906035504061302555331153013060355040a130c446967694365727420496e6331193017060355040b13107777772e64696769636572742e636f6d312f302d06035504031326446967694365727420534841322048696768204173737572616e636520536572766572204341301e170d3235303131303030303030305a170d3235303431303233353935395a306f310b3009060355040613025553311330110603550408130a43616c69666f726e6961311330110603550407130a4d656e6c6f205061726b311d301b060355040a13144d65746120506c6174666f726d732c20496e632e3117301506035504030c0e2a2e66616365626f6f6b2e636f6d3059301306072a8648ce3d020106082a8648ce3d030107034200041a0bd21fd0a620cc817814ecf96538f3998e58e0f8ea38f0d96bdeeac3a06e7442213531014d4797efd06bc4be6b138e8d34e9162448ad69cb830d7c4f3f1b68a38203f8308203f4301f0603551d230418301680145168ff90af0207753cccd9656462a212b859723b301d0603551d0e041604143f6c22cca7d9c6329bef300a308f4904152ff4dd3081b50603551d110481ad3081aa820e2a2e66616365626f6f6b2e636f6d820e2a2e66616365626f6f6b2e6e6574820b2a2e666263646e2e6e6574820b2a2e66627362782e636f6d82102a2e6d2e66616365626f6f6b2e636f6d820f2a2e6d657373656e6765722e636f6d820e2a2e78782e666263646e2e6e6574820e2a2e78792e666263646e2e6e6574820e2a2e787a2e666263646e2e6e6574820c66616365626f6f6b2e636f6d820d6d657373656e6765722e636f6d303e0603551d20043730353033060667810c0102023029302706082b06010505070201161b687474703a2f2f7777772e64696769636572742e636f6d2f435053300e0603551d0f0101ff040403020388301d0603551d250416301406082b0601050507030106082b0601050507030230750603551d1f046e306c3034a032a030862e687474703a2f2f63726c332e64696769636572742e636f6d2f736861322d68612d7365727665722d67362e63726c3034a032a030862e687474703a2f2f63726c342e64696769636572742e636f6d2f736861322d68612d7365727665722d67362e63726c30818306082b0601050507010104773075302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d304d06082b060105050730028641687474703a2f2f636163657274732e64696769636572742e636f6d2f446967694365727453484132486967684173737572616e636553657276657243412e637274300c0603551d130101ff040230003082017e060a2b06010401d6790204020482016e0482016a01680075004e75a3275c9a10c3385b6cd4df3f52eb1df0e08e1b8d69c0b1fa64b1629a39df000001944d8b2c5a000004030046304402207f23f7427d8ffaf3af339fef774bf6f8ccaa841f664f13c431d84e49bfd068d3022004078d4e7e2630af472009ed6f1e05c3ae8a737aa699870adba11ca5a487503a0077007320220f08168af9f3c4a68b0ab26a9a4a00eef577858a084d0500d4a5424459000001944d8b2c99000004030048304602210089efa2afa98eee85bc03686066efafffbf1e73a11edf860543246e533288d156022100fff9392992f775b308dd00b3790e1daad2d72c3d55046b3540fae97f44a93f6c007600e6d2316340778cc1104106d771b9cec1d240f6968486fbba87321dfd1e378e50000001944d8b2cae00000403004730450220436d61c63257628833a73b179618586564f860cee3f16eb34bb2735f308aa63e022100db5cc694c7bc7d69f1f71a2ff8a3532407f35aba2be8fe8569623e39d5393214300d06092a864886f70d01010b05000382010100832af566821bbebce94505e3ce14e2bf1e0b5977a33cdd658748316f9c2f449d489456254a39a08bf9db06b5bae3950191a2615bc9b2fb1db889545ce2c2c63f6201676502f3fe904cf0102d98ce23f03c69cfcb9366b9e6b0b5cfcf55765efe4063630b707792ddbc8731ff968fd6566b0556e03b687c4e7146145ee22b5d4b01c3980a0feeeac3305063c68142eae1fa8fdd8ecadecc1a1d5f82990d06365c89b4789319ca0168386861bfcf3c5835a7c7d740c7a3c990709d24fcbde9c37930c8a50e2c8f057f5f1812d8ecab90071cca8f7cebd07fc0318c2068f44c82f357b8215cf47b8fbaee038810ab9a27239c02709e02e79fe72cdede5e6947faaf,308204b130820399a003020102021004e1e7a4dc5cf2f36dc02b42b85d159f300d06092a864886f70d01010b0500306c310b300906035504061302555331153013060355040a130c446967694365727420496e6331193017060355040b13107777772e64696769636572742e636f6d312b30290603550403132244696769436572742048696768204173737572616e636520455620526f6f74204341301e170d3133313032323132303030305a170d3238313032323132303030305a3070310b300906035504061302555331153013060355040a130c446967694365727420496e6331193017060355040b13107777772e64696769636572742e636f6d312f302d06035504031326446967694365727420534841322048696768204173737572616e63652053657276657220434130820122300d06092a864886f70d01010105000382010f003082010a0282010100b6e02fc22406c86d045fd7ef0a6406b27d22266516ae42409bcedc9f9f76073ec330558719b94f940e5a941f5556b4c2022aafd098ee0b40d7c4d03b72c8149eef90b111a9aed2c8b8433ad90b0bd5d595f540afc81ded4d9c5f57b786506899f58adad2c7051fa897c9dca4b182842dc6ada59cc71982a6850f5e44582a378ffd35f10b0827325af5bb8b9ea4bd51d027e2dd3b4233a30528c4bb28cc9aac2b230d78c67be65e71b74a3e08fb81b71616a19d23124de5d79208ac75a49cbacd17b21e4435657f532539d11c0a9a631b199274680a37c2c25248cb395aa2b6e15dc1dda020b821a293266f144a2141c7ed6d9bf2482ff303f5a26892532f5ee30203010001a38201493082014530120603551d130101ff040830060101ff020100300e0603551d0f0101ff040403020186301d0603551d250416301406082b0601050507030106082b06010505070302303406082b0601050507010104283026302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d304b0603551d1f044430423040a03ea03c863a687474703a2f2f63726c342e64696769636572742e636f6d2f4469676943657274486967684173737572616e63654556526f6f7443412e63726c303d0603551d200436303430320604551d2000302a302806082b06010505070201161c68747470733a2f2f7777772e64696769636572742e636f6d2f435053301d0603551d0e041604145168ff90af0207753cccd9656462a212b859723b301f0603551d23041830168014b13ec36903f8bf4701d498261a0802ef63642bc3300d06092a864886f70d01010b05000382010100188a958903e66ddf5cfc1d68ea4a8f83d6512f8d6b44169eac63f5d26e6c84998baa8171845bed344eb0b7799229cc2d806af08e20e179a4fe034713eaf586ca59717df404966bd359583dfed331255c183884a3e69f82fd8c5b98314ecd789e1afd85cb49aaf2278b9972fc3eaad5410bdad536a1bf1c6e47497f5ed9487c03d9fd8b49a098264240ebd69211a4640a5754c4f51dd6025e6baceec4809a1272fa5693d7ffbf30850630bf0b7f4eff57059d24ed85c32bfba675a8ac2d16ef7d7927b2ebc29d0b07eaaa85d301a3202841594328d281e3aaf6ec7b3b77b640628005414501ef17063edec0339b67d3612e7287e469fc120057401e70f51ec9b4					04c19bd18aaf45fdfa6c1e5d1a0e087772fadc358569090d4cd505d1c693f808ba84690996593d803b57637e182d131e37c62e67e6c3b6cb13e7c7650242739ed4		3045022027e68ca0b470c90287655a725555a5a7935acb39cca46760606986b8fe29c4aa022100cdc82f1127f5bbc5bac1fe1aaa5a0dc63788d28b6b6fcb2bbbb4a096faa034eb		
344	1743638025.306430000	192.168.0.235	157.240.225.20	52022	443		0x0303,0x0303,0x0303	16														04ab37de8e9b2288488adab117662af6aecebbfd64d89b469637a792e1cd066306491c36204576a5e5ca0aa402c5e93364cdaa324488e0102fc695b808b6c73ba5			
351	1743638025.362433000	157.240.225.20	192.168.0.235	443	52022		0x0303,0x0303																		
468	1743638032.534262000	192.168.0.235	185.221.85.3	52023	443	5de1edf983b87bc158bea02d5ae15007d528cfb0a134c70eab83de26c7517139	0x0301	1	5286f658943d7bb30ff0a6c567b7c8b193db0609e1383aa5a15f155eb3081dd1	0xdada,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035	0x7a7a,0x11ec,0x001d,0x0017,0x0018	31354,4588,29	00,0b08b748204831213f84526321a33f5bc9bf6da27bf6b4a815c70552a454d1a150fd15cda1f451e6f1abcb12bc2dec735e8a096f385c563a6fc5c32229e84ce365bc1e1676d4f96849ab81ece2183fcb5e23466af0442963c91fcb86ca1bea66141028b3f8acaf58ac2a25a4e662abcb826e30ba87b33aad4e2accd4a9552ab3602bea620b90931c32039b04589e0257ce8accdc47cda4a61d7473262a5b596ee86f004d38b51ba58a878847f0289939c968c3c50e5552bd9c8ca0b80fe002cd2b433662553b2c471e16525dd196c5d6e979e4b343b2a698460107b3b3adaabb1c95a462f651bc76b1c387293b06f5b703341a2348b498f375dacb2d6905391f35388a6226a82c06b2d021b2a117460893ecec040264238c4b133f83b1c4301d25696700081d457889ba210e57034114426e565b392f965a2009870591cad53280d2f7464c4ccd29a35fabba46159a36039459d04b935cd81f46b51add853a8e8b03437ccfb3f243559c37d8a0b087e9c553e31d343b6c9fbb50c502990c63ccd6001bb0e0cb925b423e899cfa725daf23570d8b83409a698c3a62231360e4b10c0bcca6e7573a9eba69ef14a0596c6a9f26065da7a36ba1239afb3fb80717a038c4cf66bf43170f35187020ac6d402cc9cd637a18e1160ceb89b53a1f0d56614f200d54188a49cab87b12bac1666816f847d4bb845a6b32445b5435e73d0a8a5cc1078dcf4a6c12a4cd0ff937ced018421966a4f923ea28cd79255b2651183c977a55a25b8b2433013107d3a187700729d7025ba6a043865839d1b24913e785661101e65c86a181ab74170db693975fb57c7db1b3c6591d29ccbc7f15b23070a4bc855a90550b0c448c17b3c30217bc4d9ab102701b16c722b37a18f3b0cab27bb5b560af3e13848ee900d47331f2f5bf1053cfb6e77d5867bd6b255c17e57aa6b410f3e8891522392d2c96fba0043411ceedc188e0981c6680a60cfb13c4060ec2b32b2a68ca62248ae3ec4f84792186679ba91b3d986bc507074eb7fa3d62fc37ba6118fe378233773c64f55b15dca7bd248886b75bb06907a8b251d824b078b491e92c5e6b10b8c6aa328da92d17d03dd2e6cac789c218ccacf7eb1c97a71cb154bf26e37a6caaa1d53c6c12ea06e797b89346a17137283140a95ada59df2207c9e0a478c1a18a72328418758944a45afc531ef00074aa43b75303f8a73da61953d41abd39c803a3dc9f67d3aaa03333281b8729c822ff387a3f415d8242bc0be79d2c71c6b452099b2195b3a5b4b1d9804c423bbd486da9aab4e2d0372f1c5495a69878f31344c221c1e3075f5047b00cabb147cd0d543f7a31b2f5460ecf8c0d67769c368863bbd939d8fa6c424cbee4fb462a0778687b88b8209a56720fc6cbc86265ae0ac14a28c0173298019d21b3931931188463eee028bd92355a9c3123035f9b24020b1ca560f6a488f01c17f99bb9e130384a3141696722db707945c1ac9ac4d37461b885825984c7a11b3335ac4d1df82941460249861da92a3def950b0919ad6ebc8cab8b91d039848a05b6a747c89ce14a400b26335004d291c6b9c4b7969c49e5469f94eb7e9d8a1ebaa2a1a893564a562329590371c56a9927dd7490744c530d1b050de9713ef09f0edf6cc93ad543aa979eb702f8b0f63b8d31bffc7caa669a1ce88bc868a857abe35b42a7874be6508915198f6d2666,b1509624932ac020df6c62906042e891389b5dcb983cff83632047c610a0ac4e												
490	1743638032.581609000	185.221.85.3	192.168.0.235	443	52023	5de1edf983b87bc158bea02d5ae15007d528cfb0a134c70eab83de26c7517139	0x0303,0x0303,0x0303	2,8,20	a159e4d60c7283e5c8fc668995a864ea2fdb05b6ffa1f931e75a755437087aee	0x1301		4588	5d486c2c2add2f0a02782db9faedc704357f6effbe3055578b8360bab36ea3eaf1acf933fc631b6ee9e9b56678fdc8dfa165458195c78c4f17c496149a4878e5b7fa707d8ffc62c9c7ab029b23a97eec63bd8709cf75b389ed9f3aa1b945528d092e161b3359d3cd3abf91b8b5ece597cb9ee01c7060e9f07647aab0b0202e957b03690498c6412466c934f075c018fbd3d0a596cb29b6a1ea3e302738d14d63812c1a395312f3b58d50162d702d0e885bc6d26f6513ea29a1ef0ebc2bc52c46fe7e148cfb87b6e05e4e8a7b217d7f687d7899f86ef9f563622b18f6f4e4bf6a28313c70a2971c764f9ad34e4cf6a09cf2242d3c3abb6978925d7f766a75f98e2ecaf0b03c106458d631ee6f2c8a28446de5d914798d5f4b6a843b8b0049745afe7cff4fd51083b0bdfe9989956b81932bb92ce1c46a47ce330b9c5f37e3e61b4893152c0c416879026fd85592c79d27fba4de83b0de1f5705ef372b4ddd86380521f618659406cee1701260df9530c93fa2e642683916829fe3cdf2b447b4c913392cbbab40c07ed9f5a70e0b21afe04bf8e17a1ffa4764cc5695dae7c724b4a3e8408b96c81b1bcb1456f0785a23b1c9149a479fdb9a9e01267f8e7392dfe31f7f4e929f34b1ebe31e8c9e3daa34c8bf139d84ccf9d4280c8a0f40245fb25d6ef5129e7693e9ba99d041507b212c6d1ab85286b578d15640ea0031ae4090c6a9bce1c184ace034dd276d755bd0983ffd1c0c1a24254911c9edadb1a96754b3a8ef9cbe524d3d4972d519d2efeae9cab9859a79a9d4b0fbdbdd35668d1efd6be13df34c14f47f68b44b10375849c6cf2b321249173ce6d9234cfa429d8047a2128e8cd16d3ede1a7516554c6bbaf239989723486f6473466ab6e2345708210e356ae62c1c33e0104efa7d650ebfff6a48997ec22fd7c88037340f674b225907b9849898ae1c861f4440a27618f2b73437525d7e14d26fa8ddc00525dafe9e4b7e72045bba0a1014321a06792b82ba93f1b7653f218b52f52d8989c66d17ba7e3118e8450ef5f32c6cfd39401abba9c1c249375f6703e7e19356493afc2f7900ed9dfd2692cfd3449d81f98dd9c2b706afa39ee306efd1886800b7c185eaa0137225016451f8254f9c15bbf05635f65e6cb525565730136ec4f5e45395ce83073f749377b0f2f27295be879a9bdf432f48a7ca0d8adfacd7e1b5ff20167844a4156d1a53a6686074463d3ddb3dda7cc1009cb2aeab10671ad9e1527eeb84bcc39990c9c84bf4e712dbd7d37e61e7bf9331181abe2647b3be0938d483f0b80e7404c7e3b8d8e5f33bff4a0aa99f86fd68ccb7c00f7a3ece826ca00b998bc4e862274dece2564084f148550d1d7cd8546c80434e1825ad0d421935782472e0e63b4221d1873891f3cca1df84ce9df5197f104bba60ad5cf29e05d570de9a0317904a04c8d1c975abfa529fabc90d8c19b39881528b850e8287d733dade0087b22261053ebccaee6429ff85be8cf117a7a06d4354fe5a843fb5d8a8bcf7f5a56bbf9c475b1ca1e9d77145c56e3cabbbd4d5985db4963d2bc6362b402547faa27b14												
492	1743638032.582026000	192.168.0.235	185.221.85.3	52023	443		0x0303,0x0303	20																	
607	1743638036.081310000	192.168.0.235	104.18.138.67					1	a72aa7c9f29302d6ebbd2337cea6d85a7646965d515699af0e193b090cbeef45	0x1301,0x1302,0x1303	0x11ec,0x001d,0x0017,0x0018	4588,29	fc04188ec72e5336050beb75af2824e8aa266b332160c309080201f03563e4ba6c705815178309794135e49c1621fc89a6e39f83eb83ae837c6c36b646f76c913a80e2f46b5a137e4b9ba84d763a4305470bc743a89492def422d9795417f55d6c14451288700045694b614bfa7728fab0bccb6cc91bb98e76793d5b5cacf5a90549b19d21ccbd32cb82fa1246bd19bb215acfaf44add8cc61d8d633d7019c728344f3fab13ebc378a891dac858b1d35848ae359ad2687bfba6431f8c34b1646a531ce37aa34aa4a882bf5ad89073479bc15e6fba9efe5660b53850a04710a86847c931ca8b6ae6bfb93e5aa89c09a810abba92006adc8da57fa996b4020661e4664ad83ca37475971a4afa8f79c3542b56774576c113c4be5607910939cf822c74375ec62b4fa3265160775f413ba2ccb818623197cba9096b4b20324ce814c1ea51171d5741873f56e03b7c0731660cf3704e89c6a69601387d45fbe383ce6a86803897ed2e91d4fc14eb646c992cb0d533318ae0b65867b6e1c79a759fc09ba192549d832be486fc2232220898422268fc7b85a9c181acecb55570252bf79c26094a862442873160612d23d63e8433a057b8ba720c977308792c60b7a1e0c978aade578cd033e9b234c914297c12107a296addb1b0a749a6852a34f0d41c1e384537737ad58a5278fd2ac44d81a051c451bf885c8fabdfb05b2be4c7ac2011424cb2013478237d04e6a110c663844d6b10a3b324c54c9728393c0941655eb7bcf5231332448b00ad60e7eb4234ac1347dc1c6e755b19f52aa528bc45974a31be73437525881c779cba0b874959e503250345822e7c6930c2836bea78a38baaab510ad1be7686cda90e4ab41279c3de706633b2703886429179ba77012c9961902dbe7a1c100292e3171cae6259aa23f269087763a6e31722f9d112ffe95aa1b217b486a0da25c4df39282b50368b195936e74bc1b5788f7783198f8bc833ab47ca4a2c271c425e170b183c6229968e85c87e7c584db0b9634933e364ba068560a78d87b0c39337f50ac0306aa9bec6b14d112cb429fe8e61fcccb42e1e225d2a6891a755c4e5374d6e3515fb714bf21944b4a323c11a4ab2249833b047b976bc2a41f2a625150a4ac15919d78a2a47919bc2bfa286eb7100c498a815970ed3979fc8842c455be9ed1423f268d07e40103398ad1927e1d03051465777e966d19bb844e51404f4204b766819bac8a3901b0dc56a0e06acbfaf43c87fa69be801ce602427c3a27b216190e1334cf371071ac0376eb8bdb2a532bda91b7311eae75818b427994e5350449bd6f6c3371d908bc7226f6403676647f4c110e58406a4889c2b3383962629193b379cd50c387a603515266a84461442663e8bc36e44b284cfc14e2d9b59a85ba64a5bd2e7510202ca3c560a41f498ce78755f8a359b50653c2dcb3afc3c97d3cbdddb97362040e031244e8f0ac21333bf6c99ad47b6d463b6ede02130e385f05133454f29f4fda5289748bfde7ce2d6b1ba5d1562d899e9dc888da21358cb7a85146790b721a880c34e9c8262bf229e4766cb5caaff8bb87855ca9b8d32e38073d18e39a55bc71bff4c1fc744a29f296c9725de9f8ae1c2e27f31f9265a30ba6ef5f0ebe2b6cdc56c162b60c84a170232ff232759d719f99abffaf4ef7cd70f5530d5da29d4d3678d76bec5bbf663e3689bee9bb0519,96f79d8abc4c4f3e66e4675bcebcbcd4905539a4e2b59fdc6c7cd17287308d10												
611	1743638036.108744000	104.18.138.67	192.168.0.235																						
